T,X,Y,Z,Rx,Ry,Rz
6321,0,-1271,-147,1722,197,-174
6323,0,257,-81,2235,163,-392
6325,0,58,-27,2132,174,-394
6327,0,103,-24,2191,77,-679
6329,0,232,-50,2071,54,-767
6331,0,-1271,-147,1722,197,-174
6333,0,257,-81,2235,163,-392
6335,0,58,-27,2132,174,-394
6337,0,103,-24,2191,77,-679
6339,0,232,-50,2071,54,-767
6341,0,-1271,-147,1722,197,-174
6343,0,257,-81,2235,163,-392
6345,0,58,-27,2132,174,-394
6347,0,103,-24,2191,77,-679
6349,0,232,-50,2071,54,-767
6351,0,-1271,-147,1722,197,-174
6353,0,257,-81,2235,163,-392
6355,0,58,-27,2132,174,-394
6357,0,103,-24,2191,77,-679
6359,0,232,-50,2071,54,-767
6361,0,-1271,-147,1722,197,-174
6363,0,257,-81,2235,163,-392
6365,0,58,-27,2132,174,-394
63
6369,0,232,-50,2071,54,-767
6371,0,-1271,-147,1722,197,-174
6373,0,257,-81,2235,163,-392
6375,0,58,-27,2132,174,-394
6377,0,103,-24,2191,77,-679
6379,0,232,-50,2071,54,-767
6381,0,-1271,-147,1722,197,-174
6383,0,257,-81,2235,163,-392
6385,0,58,-27,2132,174,-394
6387,0,103,-24,2191,77,-679
6389,0,232,-50,2071,54,-767
6391,0,-1271,-147,1722,197,-174
6393,0,257,-81,2235,163,-392
6395,0,58,-27,2132,174,-394
6397,0,103,-24,2191,77,-679
6399,0,232,-50,2071,54,-767
6401,0,-1271,-147,1722,197,-174
6403,0,257,-81,2235,163,-392
6405,0,58,-27,2132,174,-394
6407,0,103,-24,2191,77,-679
6409,0,232,-50,2071,54,-767
6411,0,-1271,-147,1722,197,-174
6413,0,257,-81,2235,163,-392
6415,0,58,-27,2132,174,-394
6417,0,103,-24,2191,77,-679
6419,0,232,-50,2071,54,-767
6421,0,-1271,-147,1722,197,-174
6423,0,257,-81,2235,163,-392
6425,0,58,-27,2132,174,-394
6427,0,103,-24,2191,77,-679
6429,0,232,-50,2071,54,-767
6431,0,-1271,-147,1722,197,-174
6433,0,257,-81,2235,163,-392
6435,0,58,-27,2132,174,-394
64
6439,0,232,-50,2071,54,-767
6441,0,-1271,-147,1722,197,-174
6443,0,257,-81,2235,163,-392
6445,0,58,-27,2132,174,-394
6447,0,103,-24,2191,77,-679
6449,0,232,-50,2071,54,-767
6451,0,-1271,-147,1722,197,-174
6453,0,257,-81,2235,163,-392
6455,0,58,-27,2132,174,-394
6457,0,103,-24,2191,77,-679
6459,0,232,-50,2071,54,-767
6461,0,-1271,-147,1722,197,-174
6463,0,257,-81,2235,163,-392
6465,0,58,-27,2132,174,-394
6467,0,103,-24,2191,77,-679
6469,0,232,-50,2071,54,-767
6471,0,-1271,-147,1722,197,-174
6473,0,257,-81,2235,163,-392
6475,0,58,-27,2132,174,-394
6477,0,103,-24,2191,77,-679
6479,0,232,-50,2071,54,-767
6481,0,-1271,-147,1722,197,-174
6483,0,257,-81,2235,163,-392
6485,0,58,-27,2132,174,-394
6487,0,103,-24,2191,77,-679
6489,0,232,-50,2071,54,-767
6491,0,-1271,-147,1722,197,-174
6493,0,257,-81,2235,163,-392
6495,0,58,-27,2132,174,-394
6497,0,103,-24,2191,77,-679
6499,0,232,-50,2071,54,-767
6501,0,-1271,-147,1722,197,-174
6503,0,257,-81,2235,163,-392
6505,0,58,-27,2132,174,-394
65
6509,0,232,-50,2071,54,-767
6511,0,-1271,-147,1722,197,-174
6513,0,257,-81,2235,163,-392
6515,0,58,-27,2132,174,-394
6517,0,103,-24,2191,77,-679
6519,0,232,-50,2071,54,-767
6521,0,-1271,-147,1722,197,-174
6523,0,257,-81,2235,163,-392
6525,0,58,-27,2132,174,-394
6527,0,103,-24,2191,77,-679
6529,0,232,-50,2071,54,-767
6531,0,-1271,-147,1722,197,-174
6533,0,257,-81,2235,163,-392
6535,0,58,-27,2132,174,-394
6537,0,103,-24,2191,77,-679
6539,0,232,-50,2071,54,-767
6541,0,-1271,-147,1722,197,-174
6543,0,257,-81,2235,163,-392
6545,0,58,-27,2132,174,-394
6547,0,103,-24,2191,77,-679
6549,0,232,-50,2071,54,-767
6551,0,-1271,-147,1722,197,-174
6553,0,257,-81,2235,163,-392
6555,0,58,-27,2132,174,-394
6557,0,103,-24,2191,77,-679
6559,0,232,-50,2071,54,-767
6561,0,-1271,-147,1722,197,-174
6563,0,257,-81,2235,163,-392
6565,0,58,-27,2132,174,-394
6567,0,103,-24,2191,77,-679
6569,0,232,-50,2071,54,-767
6571,0,-1271,-147,1722,197,-174
6573,0,257,-81,2235,163,-392
6575,0,58,-27,2132,174,-394
65
6579,0,232,-50,2071,54,-767
6581,0,-1271,-147,1722,197,-174
6583,0,257,-81,2235,163,-392
6585,0,58,-27,2132,174,-394
6587,0,103,-24,2191,77,-679
6589,0,232,-50,2071,54,-767
6591,0,-1271,-147,1722,197,-174
6593,0,257,-81,2235,163,-392
6595,0,58,-27,2132,174,-394
6597,0,103,-24,2191,77,-679
6599,0,232,-50,2071,54,-767
6601,0,-1271,-147,1722,197,-174
6603,0,257,-81,2235,163,-392
6605,0,58,-27,2132,174,-394
6607,0,103,-24,2191,77,-679
6609,0,232,-50,2071,54,-767
6611,0,-1271,-147,1722,197,-174
6613,0,257,-81,2235,163,-392
6615,0,58,-27,2132,174,-394
6617,0,103,-24,2191,77,-679
6619,0,232,-50,2071,54,-767
6621,0,-1271,-147,1722,197,-174
6623,0,257,-81,2235,163,-392
6625,0,58,-27,2132,174,-394
6627,0,103,-24,2191,77,-679
6629,0,232,-50,2071,54,-767
6631,0,-1271,-147,1722,197,-174
6633,0,257,-81,2235,163,-392
6635,0,58,-27,2132,174,-394
6637,0,103,-24,2191,77,-679
6639,0,232,-50,2071,54,-767
6641,0,-1271,-147,1722,197,-174
6643,0,257,-81,2235,163,-392
6645,0,58,-27,2132,174,-394
66
6649,0,232,-50,2071,54,-767
6651,0,-1271,-147,1722,197,-174
6653,0,257,-81,2235,163,-392
6655,0,58,-27,2132,174,-394
6657,0,103,-24,2191,77,-679
6659,0,232,-50,2071,54,-767
6661,0,-1271,-147,1722,197,-174
6663,0,257,-81,2235,163,-392
6665,0,58,-27,2132,174,-394
6667,0,103,-24,2191,77,-679
6669,0,232,-50,2071,54,-767
6671,0,-1271,-147,1722,197,-174
6673,0,257,-81,2235,163,-392
6675,0,58,-27,2132,174,-394
6677,0,103,-24,2191,77,-679
6679,0,232,-50,2071,54,-767
6681,0,-1271,-147,1722,197,-174
6683,0,257,-81,2235,163,-392
6685,0,58,-27,2132,174,-394
6687,0,103,-24,2191,77,-679
6689,0,232,-50,2071,54,-767
6691,0,-1271,-147,1722,197,-174
6693,0,257,-81,2235,163,-392
6695,0,58,-27,2132,174,-394
6697,0,103,-24,2191,77,-679
6699,0,232,-50,2071,54,-767
6701,0,-1271,-147,1722,197,-174
6703,0,257,-81,2235,163,-392
6705,0,58,-27,2132,174,-394
6707,0,103,-24,2191,77,-679
6709,0,232,-50,2071,54,-767
6711,0,-1271,-147,1722,197,-174
6713,0,257,-81,2235,163,-392
6715,0,58,-27,2132,174,-394
67
6719,0,232,-50,2071,54,-767
6721,0,-1271,-147,1722,197,-174
6723,0,257,-81,2235,163,-392
6725,0,58,-27,2132,174,-394
6727,0,103,-24,2191,77,-679
6729,0,232,-50,2071,54,-767
6731,0,-1271,-147,1722,197,-174
6733,0,257,-81,2235,163,-392
6735,0,58,-27,2132,174,-394
6737,0,103,-24,2191,77,-679
6739,0,232,-50,2071,54,-767
6741,0,-1271,-147,1722,197,-174
6743,0,257,-81,2235,163,-392
6745,0,58,-27,2132,174,-394
6747,0,103,-24,2191,77,-679
6749,0,232,-50,2071,54,-767
6751,0,-1271,-147,1722,197,-174
6753,0,257,-81,2235,163,-392
6755,0,58,-27,2132,174,-394
6757,0,103,-24,2191,77,-679
6759,0,232,-50,2071,54,-767
6761,0,-1271,-147,1722,197,-174
6763,0,257,-81,2235,163,-392
6765,0,58,-27,2132,174,-394
6767,0,103,-24,2191,77,-679
6769,0,232,-50,2071,54,-767
6771,0,-1271,-147,1722,197,-174
6773,0,257,-81,2235,163,-392
6775,0,58,-27,2132,174,-394
6777,0,103,-24,2191,77,-679
6779,0,232,-50,2071,54,-767
6781,0,-1271,-147,1722,197,-174
6783,0,257,-81,2235,163,-392
6785,0,58,-27,2132,174,-394
67
6789,0,232,-50,2071,54,-767
6791,0,-1271,-147,1722,197,-174
6793,0,257,-81,2235,163,-392
6795,0,58,-27,2132,174,-394
6797,0,103,-24,2191,77,-679
6799,0,232,-50,2071,54,-767
6801,0,-1271,-147,1722,197,-174
6803,0,257,-81,2235,163,-392
6805,0,58,-27,2132,174,-394
6807,0,103,-24,2191,77,-679
6809,0,232,-50,2071,54,-767
6811,0,-1271,-147,1722,197,-174
6813,0,257,-81,2235,163,-392
6815,0,58,-27,2132,174,-394
6817,0,103,-24,2191,77,-679
6819,0,232,-50,2071,54,-767
6821,0,-1271,-147,1722,197,-174
6823,0,257,-81,2235,163,-392
6825,0,58,-27,2132,174,-394
6827,0,103,-24,2191,77,-679
6829,0,232,-50,2071,54,-767
6831,0,-1271,-147,1722,197,-174
6833,0,257,-81,2235,163,-392
6835,0,58,-27,2132,174,-394
6837,0,103,-24,2191,77,-679
6839,0,232,-50,2071,54,-767
6841,0,-1271,-147,1722,197,-174
6843,0,257,-81,2235,163,-392
6845,0,58,-27,2132,174,-394
6847,0,103,-24,2191,77,-679
6849,0,232,-50,2071,54,-767
6851,0,-1271,-147,1722,197,-174
6853,0,257,-81,2235,163,-392
6855,0,58,-27,2132,174,-394
68
6859,0,232,-50,2071,54,-767
6861,0,-1271,-147,1722,197,-174
6863,0,257,-81,2235,163,-392
6865,0,58,-27,2132,174,-394
6867,0,103,-24,2191,77,-679
6869,0,232,-50,2071,54,-767
6871,0,-1271,-147,1722,197,-174
6873,0,257,-81,2235,163,-392
6875,0,58,-27,2132,174,-394
6877,0,103,-24,2191,77,-679
6879,0,232,-50,2071,54,-767
6881,0,-1271,-147,1722,197,-174
6883,0,257,-81,2235,163,-392
6885,0,58,-27,2132,174,-394
6887,0,103,-24,2191,77,-679
6889,0,232,-50,2071,54,-767
6891,0,-1271,-147,1722,197,-174
6893,0,257,-81,2235,163,-392
6895,0,58,-27,2132,174,-394
6897,0,103,-24,2191,77,-679
6899,0,232,-50,2071,54,-767
6901,0,-1271,-147,1722,197,-174
6903,0,257,-81,2235,163,-392
6905,0,58,-27,2132,174,-394
6907,0,103,-24,2191,77,-679
6909,0,232,-50,2071,54,-767
6911,0,-1271,-147,1722,197,-174
6913,0,257,-81,2235,163,-392
6915,0,58,-27,2132,174,-394
6917,0,103,-24,2191,77,-679
6919,0,232,-50,2071,54,-767
6921,0,-1271,-147,1722,197,-174
6923,0,257,-81,2235,163,-392
6925,0,58,-27,2132,174,-394
69
6929,0,232,-50,2071,54,-767
6931,0,-1271,-147,1722,197,-174
6933,0,257,-81,2235,163,-392
6935,0,58,-27,2132,174,-394
6937,0,103,-24,2191,77,-679
6939,0,232,-50,2071,54,-767
6941,0,-1271,-147,1722,197,-174
6943,0,257,-81,2235,163,-392
6945,0,58,-27,2132,174,-394
6947,0,103,-24,2191,77,-679
6949,0,232,-50,2071,54,-767
6951,0,-1271,-147,1722,197,-174
6953,0,257,-81,2235,163,-392
6955,0,58,-27,2132,174,-394
6957,0,103,-24,2191,77,-679
6959,0,232,-50,2071,54,-767
6961,0,-1271,-147,1722,197,-174
6963,0,257,-81,2235,163,-392
6965,0,58,-27,2132,174,-394
6967,0,103,-24,2191,77,-679
6969,0,232,-50,2071,54,-767
6971,0,-1271,-147,1722,197,-174
6973,0,257,-81,2235,163,-392
6975,0,58,-27,2132,174,-394
6977,0,103,-24,2191,77,-679
6979,0,232,-50,2071,54,-767
6981,0,-1271,-147,1722,197,-174
6983,0,257,-81,2235,163,-392
6985,0,58,-27,2132,174,-394
6987,0,103,-24,2191,77,-679
6989,0,232,-50,2071,54,-767
6991,0,-1271,-147,1722,197,-174
6993,0,257,-81,2235,163,-392
6995,0,58,-27,2132,174,-394
69
6999,0,232,-50,2071,54,-767
7001,0,-1271,-147,1722,197,-174
7003,0,257,-81,2235,163,-392
7005,0,58,-27,2132,174,-394
7007,0,103,-24,2191,77,-679
7009,0,232,-50,2071,54,-767
7011,0,-1271,-147,1722,197,-174
7013,0,257,-81,2235,163,-392
7015,0,58,-27,2132,174,-394
7017,0,103,-24,2191,77,-679
7019,0,232,-50,2071,54,-767
7021,0,-1271,-147,1722,197,-174
7023,0,257,-81,2235,163,-392
7025,0,58,-27,2132,174,-394
7027,0,103,-24,2191,77,-679
7029,0,232,-50,2071,54,-767
7031,0,-1271,-147,1722,197,-174
7033,0,257,-81,2235,163,-392
7035,0,58,-27,2132,174,-394
7037,0,103,-24,2191,77,-679
7039,0,232,-50,2071,54,-767
7041,0,-1271,-147,1722,197,-174
7043,0,257,-81,2235,163,-392
7045,0,58,-27,2132,174,-394
7047,0,103,-24,2191,77,-679
7049,0,232,-50,2071,54,-767
7051,0,-1271,-147,1722,197,-174
7053,0,257,-81,2235,163,-392
7055,0,58,-27,2132,174,-394
7057,0,103,-24,2191,77,-679
7059,0,232,-50,2071,54,-767
7061,0,-1271,-147,1722,197,-174
7063,0,257,-81,2235,163,-392
7065,0,58,-27,2132,174,-394
70
7069,0,232,-50,2071,54,-767
7071,0,-1271,-147,1722,197,-174
7073,0,257,-81,2235,163,-392
7075,0,58,-27,2132,174,-394
7077,0,103,-24,2191,77,-679
7079,0,232,-50,2071,54,-767
7081,0,-1271,-147,1722,197,-174
7083,0,257,-81,2235,163,-392
7085,0,58,-27,2132,174,-394
7087,0,103,-24,2191,77,-679
7089,0,232,-50,2071,54,-767
7091,0,-1271,-147,1722,197,-174
7093,0,257,-81,2235,163,-392
7095,0,58,-27,2132,174,-394
7097,0,103,-24,2191,77,-679
7099,0,232,-50,2071,54,-767
7101,0,-1271,-147,1722,197,-174
7103,0,257,-81,2235,163,-392
7105,0,58,-27,2132,174,-394
7107,0,103,-24,2191,77,-679
7109,0,232,-50,2071,54,-767
7111,0,-1271,-147,1722,197,-174
7113,0,257,-81,2235,163,-392
7115,0,58,-27,2132,174,-394
7117,0,103,-24,2191,77,-679
7119,0,232,-50,2071,54,-767
7121,0,-1271,-147,1722,197,-174
7123,0,257,-81,2235,163,-392
7125,0,58,-27,2132,174,-394
7127,0,103,-24,2191,77,-679
7129,0,232,-50,2071,54,-767
7131,0,-1271,-147,1722,197,-174
7133,0,257,-81,2235,163,-392
7135,0,58,-27,2132,174,-394
71
7139,0,232,-50,2071,54,-767
7141,0,-1271,-147,1722,197,-174
7143,0,257,-81,2235,163,-392
7145,0,58,-27,2132,174,-394
7147,0,103,-24,2191,77,-679
7149,0,232,-50,2071,54,-767
7151,0,-1271,-147,1722,197,-174
7153,0,257,-81,2235,163,-392
7155,0,58,-27,2132,174,-394
7157,0,103,-24,2191,77,-679
7159,0,232,-50,2071,54,-767
7161,0,-1271,-147,1722,197,-174
7163,0,257,-81,2235,163,-392
7165,0,58,-27,2132,174,-394
7167,0,103,-24,2191,77,-679
7169,0,232,-50,2071,54,-767
7171,0,-1271,-147,1722,197,-174
7173,0,257,-81,2235,163,-392
7175,0,58,-27,2132,174,-394
7177,0,103,-24,2191,77,-679
7179,0,232,-50,2071,54,-767
7181,0,-1271,-147,1722,197,-174
7183,0,257,-81,2235,163,-392
7185,0,58,-27,2132,174,-394
7187,0,103,-24,2191,77,-679
7189,0,232,-50,2071,54,-767
7191,0,-1271,-147,1722,197,-174
7193,0,257,-81,2235,163,-392
7195,0,58,-27,2132,174,-394
7197,0,103,-24,2191,77,-679
7199,0,232,-50,2071,54,-767
7201,0,-1271,-147,1722,197,-174
7203,0,257,-81,2235,163,-392
7205,0,58,-27,2132,174,-394
72
7209,0,232,-50,2071,54,-767
7211,0,-1271,-147,1722,197,-174
7213,0,257,-81,2235,163,-392
7215,0,58,-27,2132,174,-394
7217,0,103,-24,2191,77,-679
7219,0,232,-50,2071,54,-767
7221,0,-1271,-147,1722,197,-174
7223,0,257,-81,2235,163,-392
7225,0,58,-27,2132,174,-394
7227,0,103,-24,2191,77,-679
7229,0,232,-50,2071,54,-767
7231,0,-1271,-147,1722,197,-174
7233,0,257,-81,2235,163,-392
7235,0,58,-27,2132,174,-394
7237,0,103,-24,2191,77,-679
7239,0,232,-50,2071,54,-767
7241,0,-1271,-147,1722,197,-174
7243,0,257,-81,2235,163,-392
7245,0,58,-27,2132,174,-394
7247,0,103,-24,2191,77,-679
7249,0,232,-50,2071,54,-767
7251,0,-1271,-147,1722,197,-174
7253,0,257,-81,2235,163,-392
7255,0,58,-27,2132,174,-394
7257,0,103,-24,2191,77,-679
7259,0,232,-50,2071,54,-767
7261,0,-1271,-147,1722,197,-174
7263,0,257,-81,2235,163,-392
7265,0,58,-27,2132,174,-394
7267,0,103,-24,2191,77,-679
7269,0,232,-50,2071,54,-767
7271,0,-1271,-147,1722,197,-174
7273,0,257,-81,2235,163,-392
7275,0,58,-27,2132,174,-394
72
7279,0,232,-50,2071,54,-767
7281,0,-1271,-147,1722,197,-174
7283,0,257,-81,2235,163,-392
7285,0,58,-27,2132,174,-394
7287,0,103,-24,2191,77,-679
7289,0,232,-50,2071,54,-767
7291,0,-1271,-147,1722,197,-174
7293,0,257,-81,2235,163,-392
7295,0,58,-27,2132,174,-394
7297,0,103,-24,2191,77,-679
7299,0,232,-50,2071,54,-767
7301,0,-1271,-147,1722,197,-174
7303,0,257,-81,2235,163,-392
7305,0,58,-27,2132,174,-394
7307,0,103,-24,2191,77,-679
7309,0,232,-50,2071,54,-767
7311,0,-1271,-147,1722,197,-174
7313,0,257,-81,2235,163,-392
7315,0,58,-27,2132,174,-394
7317,0,103,-24,2191,77,-679
7319,0,232,-50,2071,54,-767
7321,0,-1271,-147,1722,197,-174
7323,0,257,-81,2235,163,-392
7325,0,58,-27,2132,174,-394
7327,0,103,-24,2191,77,-679
7329,0,232,-50,2071,54,-767
7331,0,-1271,-147,1722,197,-174
7333,0,257,-81,2235,163,-392
7335,0,58,-27,2132,174,-394
7337,0,103,-24,2191,77,-679
7339,0,232,-50,2071,54,-767
7341,0,-1271,-147,1722,197,-174
7343,0,257,-81,2235,163,-392
7345,0,58,-27,2132,174,-394
73
7349,0,232,-50,2071,54,-767
7351,0,-1271,-147,1722,197,-174
7353,0,257,-81,2235,163,-392
7355,0,58,-27,2132,174,-394
7357,0,103,-24,2191,77,-679
7359,0,232,-50,2071,54,-767
7361,0,-1271,-147,1722,197,-174
7363,0,257,-81,2235,163,-392
7365,0,58,-27,2132,174,-394
7367,0,103,-24,2191,77,-679
7369,0,232,-50,2071,54,-767
7371,0,-1271,-147,1722,197,-174
7373,0,257,-81,2235,163,-392
7375,0,58,-27,2132,174,-394
7377,0,103,-24,2191,77,-679
7379,0,232,-50,2071,54,-767
7381,0,-1271,-147,1722,197,-174
7383,0,257,-81,2235,163,-392
7385,0,58,-27,2132,174,-394
7387,0,103,-24,2191,77,-679
7389,0,232,-50,2071,54,-767
7391,0,-1271,-147,1722,197,-174
7393,0,257,-81,2235,163,-392
7395,0,58,-27,2132,174,-394
7397,0,103,-24,2191,77,-679
7399,0,232,-50,2071,54,-767
7401,0,-1271,-147,1722,197,-174
7403,0,257,-81,2235,163,-392
7405,0,58,-27,2132,174,-394
7407,0,103,-24,2191,77,-679
7409,0,232,-50,2071,54,-767
7411,0,-1271,-147,1722,197,-174
7413,0,257,-81,2235,163,-392
7415,0,58,-27,2132,174,-394
74
7419,0,232,-50,2071,54,-767
7421,0,-1271,-147,1722,197,-174
7423,0,257,-81,2235,163,-392
7425,0,58,-27,2132,174,-394
7427,0,103,-24,2191,77,-679
7429,0,232,-50,2071,54,-767
7431,0,-1271,-147,1722,197,-174
7433,0,257,-81,2235,163,-392
7435,0,58,-27,2132,174,-394
7437,0,103,-24,2191,77,-679
7439,0,232,-50,2071,54,-767
7441,0,-1271,-147,1722,197,-174
7443,0,257,-81,2235,163,-392
7445,0,58,-27,2132,174,-394
7447,0,103,-24,2191,77,-679
7449,0,232,-50,2071,54,-767
7451,0,-1271,-147,1722,197,-174
7453,0,257,-81,2235,163,-392
7455,0,58,-27,2132,174,-394
7457,0,103,-24,2191,77,-679
7459,0,232,-50,2071,54,-767
7461,0,-1271,-147,1722,197,-174
7463,0,257,-81,2235,163,-392
7465,0,58,-27,2132,174,-394
7467,0,103,-24,2191,77,-679
7469,0,232,-50,2071,54,-767
7471,0,-1271,-147,1722,197,-174
7473,0,257,-81,2235,163,-392
7475,0,58,-27,2132,174,-394
7477,0,103,-24,2191,77,-679
7479,0,232,-50,2071,54,-767
7481,0,-1271,-147,1722,197,-174
7483,0,257,-81,2235,163,-392
7485,0,58,-27,2132,174,-394
74
7489,0,232,-50,2071,54,-767
7491,0,-1271,-147,1722,197,-174
7493,0,257,-81,2235,163,-392
7495,0,58,-27,2132,174,-394
7497,0,103,-24,2191,77,-679
7499,0,232,-50,2071,54,-767
7501,0,-1271,-147,1722,197,-174
7503,0,257,-81,2235,163,-392
7505,0,58,-27,2132,174,-394
7507,0,103,-24,2191,77,-679
7509,0,232,-50,2071,54,-767
7511,0,-1271,-147,1722,197,-174
7513,0,257,-81,2235,163,-392
7515,0,58,-27,2132,174,-394
7517,0,103,-24,2191,77,-679
7519,0,232,-50,2071,54,-767
7521,0,-1271,-147,1722,197,-174
7523,0,257,-81,2235,163,-392
7525,0,58,-27,2132,174,-394
7527,0,103,-24,2191,77,-679
7529,0,232,-50,2071,54,-767
7531,0,-1271,-147,1722,197,-174
7533,0,257,-81,2235,163,-392
7535,0,58,-27,2132,174,-394
7537,0,103,-24,2191,77,-679
7539,0,232,-50,2071,54,-767
7541,0,-1271,-147,1722,197,-174
7543,0,257,-81,2235,163,-392
7545,0,58,-27,2132,174,-394
7547,0,103,-24,2191,77,-679
7549,0,232,-50,2071,54,-767
7551,0,-1271,-147,1722,197,-174
7553,0,257,-81,2235,163,-392
7555,0,58,-27,2132,174,-394
75
7559,0,232,-50,2071,54,-767
7561,0,-1271,-147,1722,197,-174
7563,0,257,-81,2235,163,-392
7565,0,58,-27,2132,174,-394
7567,0,103,-24,2191,77,-679
7569,0,232,-50,2071,54,-767
7571,0,-1271,-147,1722,197,-174
7573,0,257,-81,2235,163,-392
7575,0,58,-27,2132,174,-394
7577,0,103,-24,2191,77,-679
7579,0,232,-50,2071,54,-767
7581,0,-1271,-147,1722,197,-174
7583,0,257,-81,2235,163,-392
7585,0,58,-27,2132,174,-394
7587,0,103,-24,2191,77,-679
7589,0,232,-50,2071,54,-767
7591,0,-1271,-147,1722,197,-174
7593,0,257,-81,2235,163,-392
7595,0,58,-27,2132,174,-394
7597,0,103,-24,2191,77,-679
7599,0,232,-50,2071,54,-767
7601,0,-1271,-147,1722,197,-174
7603,0,257,-81,2235,163,-392
7605,0,58,-27,2132,174,-394
7607,0,103,-24,2191,77,-679
7609,0,232,-50,2071,54,-767
7611,0,-1271,-147,1722,197,-174
7613,0,257,-81,2235,163,-392
7615,0,58,-27,2132,174,-394
7617,0,103,-24,2191,77,-679
7619,0,232,-50,2071,54,-767
7621,0,-1271,-147,1722,197,-174
7623,0,257,-81,2235,163,-392
7625,0,58,-27,2132,174,-394
76
7629,0,232,-50,2071,54,-767
7631,0,-1271,-147,1722,197,-174
7633,0,257,-81,2235,163,-392
7635,0,58,-27,2132,174,-394
7637,0,103,-24,2191,77,-679
7639,0,232,-50,2071,54,-767
7641,0,-1271,-147,1722,197,-174
7643,0,257,-81,2235,163,-392
7645,0,58,-27,2132,174,-394
7647,0,103,-24,2191,77,-679
7649,0,232,-50,2071,54,-767
7651,0,-1271,-147,1722,197,-174
7653,0,257,-81,2235,163,-392
7655,0,58,-27,2132,174,-394
7657,0,103,-24,2191,77,-679
7659,0,232,-50,2071,54,-767
7661,0,-1271,-147,1722,197,-174
7663,0,257,-81,2235,163,-392
7665,0,58,-27,2132,174,-394
7667,0,103,-24,2191,77,-679
7669,0,232,-50,2071,54,-767
7671,0,-1271,-147,1722,197,-174
7673,0,257,-81,2235,163,-392
7675,0,58,-27,2132,174,-394
7677,0,103,-24,2191,77,-679
7679,0,232,-50,2071,54,-767
7681,0,-1271,-147,1722,197,-174
7683,0,257,-81,2235,163,-392
7685,0,58,-27,2132,174,-394
7687,0,103,-24,2191,77,-679
7689,0,232,-50,2071,54,-767
7691,0,-1271,-147,1722,197,-174
7693,0,257,-81,2235,163,-392
7695,0,58,-27,2132,174,-394
76
7699,0,232,-50,2071,54,-767
7701,0,-1271,-147,1722,197,-174
7703,0,257,-81,2235,163,-392
7705,0,58,-27,2132,174,-394
7707,0,103,-24,2191,77,-679
7709,0,232,-50,2071,54,-767
7711,0,-1271,-147,1722,197,-174
7713,0,257,-81,2235,163,-392
7715,0,58,-27,2132,174,-394
7717,0,103,-24,2191,77,-679
7719,0,232,-50,2071,54,-767
7721,0,-1271,-147,1722,197,-174
7723,0,257,-81,2235,163,-392
7725,0,58,-27,2132,174,-394
7727,0,103,-24,2191,77,-679
7729,0,232,-50,2071,54,-767
7731,0,-1271,-147,1722,197,-174
7733,0,257,-81,2235,163,-392
7735,0,58,-27,2132,174,-394
7737,0,103,-24,2191,77,-679
7739,0,232,-50,2071,54,-767
7741,0,-1271,-147,1722,197,-174
7743,0,257,-81,2235,163,-392
7745,0,58,-27,2132,174,-394
7747,0,103,-24,2191,77,-679
7749,0,232,-50,2071,54,-767
7751,0,-1271,-147,1722,197,-174
7753,0,257,-81,2235,163,-392
7755,0,58,-27,2132,174,-394
7757,0,103,-24,2191,77,-679
7759,0,232,-50,2071,54,-767
7761,0,-1271,-147,1722,197,-174
7763,0,257,-81,2235,163,-392
7765,0,58,-27,2132,174,-394
77
7769,0,232,-50,2071,54,-767
7771,0,-1271,-147,1722,197,-174
7773,0,257,-81,2235,163,-392
7775,0,58,-27,2132,174,-394
7777,0,103,-24,2191,77,-679
7779,0,232,-50,2071,54,-767
7781,0,-1271,-147,1722,197,-174
7783,0,257,-81,2235,163,-392
7785,0,58,-27,2132,174,-394
7787,0,103,-24,2191,77,-679
7789,0,232,-50,2071,54,-767
7791,0,-1271,-147,1722,197,-174
7793,0,257,-81,2235,163,-392
7795,0,58,-27,2132,174,-394
7797,0,103,-24,2191,77,-679
7799,0,232,-50,2071,54,-767
7801,0,-1271,-147,1722,197,-174
7803,0,257,-81,2235,163,-392
7805,0,58,-27,2132,174,-394
7807,0,103,-24,2191,77,-679
7809,0,232,-50,2071,54,-767
7811,0,-1271,-147,1722,197,-174
7813,0,257,-81,2235,163,-392
7815,0,58,-27,2132,174,-394
7817,0,103,-24,2191,77,-679
7819,0,232,-50,2071,54,-767
7821,0,-1271,-147,1722,197,-174
7823,0,257,-81,2235,163,-392
7825,0,58,-27,2132,174,-394
7827,0,103,-24,2191,77,-679
7829,0,232,-50,2071,54,-767
7831,0,-1271,-147,1722,197,-174
7833,0,257,-81,2235,163,-392
7835,0,58,-27,2132,174,-394
78
7839,0,232,-50,2071,54,-767
7841,0,-1271,-147,1722,197,-174
7843,0,257,-81,2235,163,-392
7845,0,58,-27,2132,174,-394
7847,0,103,-24,2191,77,-679
7849,0,232,-50,2071,54,-767
7851,0,-1271,-147,1722,197,-174
7853,0,257,-81,2235,163,-392
7855,0,58,-27,2132,174,-394
7857,0,103,-24,2191,77,-679
7859,0,232,-50,2071,54,-767
7861,0,-1271,-147,1722,197,-174
7863,0,257,-81,2235,163,-392
7865,0,58,-27,2132,174,-394
7867,0,103,-24,2191,77,-679
7869,0,232,-50,2071,54,-767
7871,0,-1271,-147,1722,197,-174
7873,0,257,-81,2235,163,-392
7875,0,58,-27,2132,174,-394
